"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"241.217,18";"10.645.988,59";"10.910.525,99";"204.630,10";
"04/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"17.495.593,32";"9.192.769,99";"8.522.242,27";"1.110.687,15";
"07/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"3.340.663,80";"10.376.098,14";"11.419.764,29";"872.555,51";
"03/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"222.672,71";"8.406.437,83";"8.214.493,91";"2.452.454,20";
"11/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"1.828.414,66";"943.586,60";"7.408.456,94";"0,00";
"08/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"1.359.802,46";"10.675.571,46";"9.680.924,76";"311.402,06";
"01/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"88.890.069,34";"8.457.655,98";"2.631.214,61";"8.412.407,22";
"02/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"4.411.389,97";"8.020.222,07";"8.445.141,21";"1.434.042,71";
"10/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"12.818.797,63";"10.750.166,15";"10.714.248,23";"100.813,00";
"06/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"- 2.001.293,26";"12.768.564,28";"10.525.814,90";"696.152,86";
"05/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"- 5.392.686,39";"132.220.534,63";"136.503.817,96";"4.202.998,35";
"08/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"45.341.970,25";"131.849.547,77";"134.313.088,26";"1.994.054,93";
"11/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"4.378.553,36";"3.401.750,10";"93.824.074,97";"168.017,35";
"03/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"60.720.015,95";"129.150.276,30";"130.622.976,58";"4.151.766,44";
"02/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"17.939.719,23";"125.588.908,61";"124.251.828,23";"6.396.793,92";
"09/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"17.347.909,98";"132.881.156,38";"130.713.431,00";"1.573.578,04";
"04/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"96.820.579,10";"131.610.471,74";"127.066.590,50";"4.456.518,05";
"07/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"- 6.023.137,43";"134.987.968,04";"173.951.193,94";"2.432.892,32";
"01/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"1.386.293.969,39";"125.177.676,22";"36.063.400,61";"102.919.033,72";
"06/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"57.090.539,00";"180.110.576,78";"137.935.268,01";"3.070.351,65";
"10/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"29.001.407,33";"132.171.386,20";"130.806.556,39";"656.081,31";
"03/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"8.286.358,79";"5.049.316,10";"4.773.717,49";"634.753,98";
"01/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"5.983.446,45";"4.647.312,53";"1.710.694,57";"4.864.132,39";
"10/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"5.394.023,34";"6.427.225,00";"6.478.678,54";"99.388,92";
"06/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"2.473.050,59";"6.591.600,08";"5.310.828,75";"65.630,00";
